city,year,month,monthly_tmax
Canberra,2013,1,29.42
Canberra,2013,2,24.46
Canberra,2013,3,22.38
Canberra,2013,4,18.56
Canberra,2013,5,14.45
Canberra,2013,6,11.12
Canberra,2013,7,11.04
Canberra,2013,8,11.66
Canberra,2013,9,16.7
Canberra,2013,10,19.42
Canberra,2013,11,21.24
Canberra,2013,12,25.91
Canberra,2014,1,28.61
Canberra,2014,2,26.69
Canberra,2014,3,22.03
Canberra,2014,4,17.78
Canberra,2014,5,15.05
Canberra,2014,6,11.17
Canberra,2014,7,9.8
Canberra,2014,8,11.75
Canberra,2014,9,15.45
Canberra,2014,10,20.69
Canberra,2014,11,24.33
Canberra,2014,12,24.0
Canberra,2015,1,23.9
Canberra,2015,2,24.59
Canberra,2015,3,22.97
Canberra,2015,4,17.05
Canberra,2015,5,13.41
Canberra,2015,6,10.73
Canberra,2015,7,8.84
Canberra,2015,8,10.55
Canberra,2015,9,14.67
Canberra,2015,10,21.85
Canberra,2015,11,22.24
Canberra,2015,12,26.12
Canberra,2016,1,25.29
Canberra,2016,2,26.62
Canberra,2016,3,24.35
Canberra,2016,4,20.52
Canberra,2016,5,13.95
Canberra,2016,6,10.38
Canberra,2016,7,10.08
Canberra,2016,8,11.7
Canberra,2016,9,13.55
Canberra,2016,10,16.16
Canberra,2016,11,22.1
Canberra,2016,12,25.64
Canberra,2017,1,30.13
Canberra,2017,2,28.07
Canberra,2017,3,23.72
Canberra,2017,4,18.3
Canberra,2017,5,14.55
Canberra,2017,6,11.39
Canberra,2017,7,10.22
Canberra,2017,8,11.37
Canberra,2017,9,15.33
Canberra,2017,10,20.76
Canberra,2017,11,22.2
Canberra,2017,12,25.59
Canberra,2018,1,29.06
Canberra,2018,2,27.01
Canberra,2018,3,24.19
Canberra,2018,4,23.24
Canberra,2018,5,15.59
Canberra,2018,6,11.14
Canberra,2018,7,10.67
Canberra,2018,8,11.34
Canberra,2018,9,16.22
Canberra,2018,10,20.63
Canberra,2018,11,22.59
Canberra,2018,12,27.16
Canberra,2019,1,31.96
Canberra,2019,2,27.69
Canberra,2019,3,24.01
Canberra,2019,4,20.83
Canberra,2019,5,14.9
Canberra,2019,6,12.01
Canberra,2019,7,11.39
Canberra,2019,8,11.55
Canberra,2019,9,16.4
Canberra,2019,10,21.34
Canberra,2019,11,24.49
Canberra,2019,12,30.18
Canberra,2020,1,30.55
Canberra,2020,2,25.54
Canberra,2020,3,22.01
Canberra,2020,4,17.72
Canberra,2020,5,13.37
Canberra,2020,6,11.72
Canberra,2020,7,11.41
Canberra,2020,8,11.31
Canberra,2020,9,15.74
Canberra,2020,10,18.76
Canberra,2020,11,24.28
Canberra,2020,12,23.65
Canberra,2021,1,26.01
Canberra,2021,2,24.31
Canberra,2021,3,21.48
Canberra,2021,4,18.78
Canberra,2021,5,14.33
Canberra,2021,6,11.01
Canberra,2021,7,9.67
Canberra,2021,8,12.61
Canberra,2021,9,15.5
Canberra,2021,10,17.67
Canberra,2021,11,18.94
Canberra,2021,12,24.03
Canberra,2022,1,25.52
Canberra,2022,2,24.31
Canberra,2022,3,22.33
Canberra,2022,4,18.61
Canberra,2022,5,14.43
Canberra,2022,6,10.13
Canberra,2022,7,10.86
Canberra,2022,8,12.08
Canberra,2022,9,14.31
Canberra,2022,10,16.96
Canberra,2022,11,18.9
Canberra,2022,12,22.74
Canberra,2023,1,25.98
Canberra,2023,2,25.44
Canberra,2023,3,23.64
Canberra,2023,4,18.14
Canberra,2023,5,13.0
Canberra,2023,6,11.39
Canberra,2023,7,12.08
Canberra,2023,8,13.84
Canberra,2023,9,19.07
Canberra,2023,10,20.46
Canberra,2023,11,23.67
Canberra,2023,12,25.36
Canberra,2024,1,25.39
Canberra,2024,2,26.41
Canberra,2024,3,25.05
Canberra,2024,4,18.22
Canberra,2024,5,14.92
Canberra,2024,6,10.82
Canberra,2024,7,10.65
Canberra,2024,8,14.27
Canberra,2024,9,16.27
Canberra,2024,10,20.47
Canberra,2024,11,25.38
Canberra,2024,12,27.37
Melbourne,2005,1,25.15
Melbourne,2005,2,22.4
Melbourne,2005,3,22.17
Melbourne,2005,4,22.76
Melbourne,2005,5,16.85
Melbourne,2005,6,14.82
Melbourne,2005,7,13.85
Melbourne,2005,8,14.54
Melbourne,2005,9,16.28
Melbourne,2005,10,19.16
Melbourne,2005,11,22.02
Melbourne,2005,12,25.58
Melbourne,2006,1,26.61
Melbourne,2006,2,24.01
Melbourne,2006,3,24.62
Melbourne,2006,4,17.73
Melbourne,2006,5,15.15
Melbourne,2006,6,13.06
Melbourne,2006,7,13.11
Melbourne,2006,8,14.93
Melbourne,2006,9,17.79
Melbourne,2006,10,20.47
Melbourne,2006,11,21.7
Melbourne,2006,12,24.15
Melbourne,2007,1,26.45
Melbourne,2007,2,28.12
Melbourne,2007,3,24.34
Melbourne,2007,4,21.07
Melbourne,2007,5,18.1
Melbourne,2007,6,12.26
Melbourne,2007,7,12.27
Melbourne,2007,8,15.14
Melbourne,2007,9,16.91
Melbourne,2007,10,19.69
Melbourne,2007,11,22.56
Melbourne,2007,12,25.23
Melbourne,2008,1,26.48
Melbourne,2008,2,23.27
Melbourne,2008,3,25.84
Melbourne,2008,4,19.81
Melbourne,2008,5,15.79
Melbourne,2008,6,14.42
Melbourne,2008,7,12.52
Melbourne,2008,8,12.67
Melbourne,2008,9,17.28
Melbourne,2008,10,20.65
Melbourne,2008,11,21.21
Melbourne,2008,12,21.4
Melbourne,2009,1,27.23
Melbourne,2009,2,26.68
Melbourne,2009,3,23.13
Melbourne,2009,4,19.46
Melbourne,2009,5,16.06
Melbourne,2009,6,14.06
Melbourne,2009,7,13.44
Melbourne,2009,8,15.23
Melbourne,2009,9,16.69
Melbourne,2009,10,17.85
Melbourne,2009,11,25.69
Melbourne,2009,12,24.3
Melbourne,2010,1,26.36
Melbourne,2010,2,26.51
Melbourne,2010,3,23.56
Melbourne,2010,4,20.88
Melbourne,2010,5,16.53
Melbourne,2010,6,12.87
Melbourne,2010,7,12.92
Melbourne,2010,8,12.6
Melbourne,2010,9,14.3
Melbourne,2010,10,18.62
Melbourne,2010,11,21.22
Melbourne,2010,12,22.37
Melbourne,2011,1,24.85
Melbourne,2011,2,23.34
Melbourne,2011,3,21.36
Melbourne,2011,4,19.03
Melbourne,2011,5,14.6
Melbourne,2011,6,13.92
Melbourne,2011,7,12.65
Melbourne,2011,8,15.35
Melbourne,2011,9,17.1
Melbourne,2011,10,18.92
Melbourne,2011,11,22.52
Melbourne,2011,12,22.76
Melbourne,2012,1,25.72
Melbourne,2012,2,25.49
Melbourne,2012,3,21.73
Melbourne,2012,4,20.24
Melbourne,2012,5,15.1
Melbourne,2012,6,13.01
Melbourne,2012,7,12.64
Melbourne,2012,8,13.24
Melbourne,2012,9,16.34
Melbourne,2012,10,18.96
Melbourne,2012,11,22.08
Melbourne,2012,12,23.86
Melbourne,2013,1,26.55
Melbourne,2013,2,28.01
Melbourne,2013,3,25.61
Melbourne,2013,4,19.71
Melbourne,2013,5,16.6
Melbourne,2013,6,13.49
Melbourne,2013,7,13.82
Melbourne,2013,8,14.53
Melbourne,2013,9,18.01
Melbourne,2013,10,17.92
Melbourne,2013,11,20.11
Melbourne,2013,12,23.34
Melbourne,2014,1,27.08
Melbourne,2014,2,27.29
Melbourne,2014,3,24.17
Melbourne,2014,4,19.32
Melbourne,2014,5,17.45
Melbourne,2014,6,14.08
Melbourne,2014,7,13.19
Melbourne,2014,8,14.07
Melbourne,2014,9,16.92
Melbourne,2014,10,20.45
Melbourne,2014,11,22.4
Melbourne,2014,12,23.6
Melbourne,2015,1,25.03
Melbourne,2015,2,26.46
Melbourne,2015,3,22.42
Melbourne,2015,4,18.25
Melbourne,2015,5,15.97
Melbourne,2015,6,13.32
Melbourne,2015,7,12.05
Melbourne,2015,8,12.54
Melbourne,2015,9,15.68
Melbourne,2015,10,23.84
Melbourne,2015,11,22.58
Melbourne,2015,12,27.44
Melbourne,2016,1,25.84
Melbourne,2016,2,24.92
Melbourne,2016,3,24.6
Melbourne,2016,4,21.56
Melbourne,2016,5,17.24
Melbourne,2016,6,13.13
Melbourne,2016,7,13.09
Melbourne,2016,8,14.16
Melbourne,2016,9,15.38
Melbourne,2016,10,17.55
Melbourne,2016,11,19.48
Melbourne,2016,12,24.63
Melbourne,2017,1,26.36
Melbourne,2017,2,25.5
Melbourne,2017,3,26.59
Melbourne,2017,4,19.76
Melbourne,2017,5,16.18
Melbourne,2017,6,14.0
Melbourne,2017,7,13.18
Melbourne,2017,8,13.31
Melbourne,2017,9,16.01
Melbourne,2017,10,19.77
Melbourne,2017,11,25.03
Melbourne,2017,12,24.04
Melbourne,2018,1,26.9
Melbourne,2018,2,26.98
Melbourne,2018,3,24.91
Melbourne,2018,4,21.78
Melbourne,2018,5,16.62
Melbourne,2018,6,13.31
Melbourne,2018,7,13.64
Melbourne,2018,8,13.99
Melbourne,2018,9,16.42
Melbourne,2018,10,21.27
Melbourne,2018,11,21.47
Melbourne,2018,12,25.36
Melbourne,2019,1,29.17
Melbourne,2019,2,26.34
Melbourne,2019,3,25.53
Melbourne,2019,4,22.09
Melbourne,2019,5,16.81
Melbourne,2019,6,14.38
Melbourne,2019,7,14.11
Melbourne,2019,8,13.47
Melbourne,2019,9,16.87
Melbourne,2019,10,20.42
Melbourne,2019,11,21.54
Melbourne,2019,12,25.24
Melbourne,2020,1,26.55
Melbourne,2020,2,24.13
Melbourne,2020,3,22.49
Melbourne,2020,4,18.73
Melbourne,2020,5,15.14
Melbourne,2020,6,13.69
Melbourne,2020,7,12.94
Melbourne,2020,8,13.64
Melbourne,2020,9,16.93
Melbourne,2020,10,18.29
Melbourne,2020,11,23.69
Melbourne,2020,12,22.48
Melbourne,2021,1,24.61
Melbourne,2021,2,24.04
Melbourne,2021,3,21.82
Melbourne,2021,4,19.82
Melbourne,2021,5,16.65
Melbourne,2021,6,14.09
Melbourne,2021,7,12.84
Melbourne,2021,8,14.99
Melbourne,2021,9,17.03
Melbourne,2021,10,18.34
Melbourne,2021,11,19.58
Melbourne,2021,12,23.75
Melbourne,2022,1,28.56
Melbourne,2022,2,25.31
Melbourne,2022,3,24.24
Melbourne,2022,4,20.78
Melbourne,2022,5,16.02
Melbourne,2022,6,13.06
Melbourne,2022,7,12.93
Melbourne,2022,8,14.4
Melbourne,2022,9,15.58
Melbourne,2022,10,18.13
Melbourne,2022,11,19.04
Melbourne,2022,12,23.19
Melbourne,2023,1,26.07
Melbourne,2023,2,25.12
Melbourne,2023,3,22.85
Melbourne,2023,4,19.62
Melbourne,2023,5,15.22
Melbourne,2023,6,14.14
Melbourne,2023,7,14.23
Melbourne,2023,8,14.95
Melbourne,2023,9,18.94
Melbourne,2023,10,18.64
Melbourne,2023,11,20.93
Melbourne,2023,12,22.79
Melbourne,2024,1,24.39
Melbourne,2024,2,26.27
Melbourne,2024,3,24.73
Melbourne,2024,4,17.97
Melbourne,2024,5,16.25
Melbourne,2024,6,13.04
Melbourne,2024,7,12.27
Melbourne,2024,8,16.91
Melbourne,2024,9,16.84
Melbourne,2024,10,19.79
Melbourne,2024,11,23.47
Melbourne,2024,12,26.0
Hobart,2005,1,21.37
Hobart,2005,2,20.35
Hobart,2005,3,18.43
Hobart,2005,4,18.69
Hobart,2005,5,13.98
Hobart,2005,6,12.86
Hobart,2005,7,12.5
Hobart,2005,8,13.36
Hobart,2005,9,15.03
Hobart,2005,10,16.53
Hobart,2005,11,19.06
Hobart,2005,12,20.79
Hobart,2006,1,21.98
Hobart,2006,2,21.02
Hobart,2006,3,20.32
Hobart,2006,4,14.32
Hobart,2006,5,12.79
Hobart,2006,6,11.42
Hobart,2006,7,11.56
Hobart,2006,8,13.49
Hobart,2006,9,14.51
Hobart,2006,10,16.5
Hobart,2006,11,16.53
Hobart,2006,12,19.85
Hobart,2007,1,21.94
Hobart,2007,2,23.3
Hobart,2007,3,20.01
Hobart,2007,4,17.18
Hobart,2007,5,16.39
Hobart,2007,6,10.58
Hobart,2007,7,11.52
Hobart,2007,8,12.77
Hobart,2007,9,15.07
Hobart,2007,10,15.77
Hobart,2007,11,19.36
Hobart,2007,12,21.49
Hobart,2008,1,23.63
Hobart,2008,2,19.81
Hobart,2008,3,21.53
Hobart,2008,4,16.8
Hobart,2008,5,14.56
Hobart,2008,6,13.04
Hobart,2008,7,10.76
Hobart,2008,8,11.57
Hobart,2008,9,14.49
Hobart,2008,10,17.23
Hobart,2008,11,16.94
Hobart,2008,12,17.86
Hobart,2009,1,22.02
Hobart,2009,2,20.69
Hobart,2009,3,19.12
Hobart,2009,4,16.33
Hobart,2009,5,13.82
Hobart,2009,6,12.09
Hobart,2009,7,11.18
Hobart,2009,8,12.47
Hobart,2009,9,14.41
Hobart,2009,10,15.1
Hobart,2009,11,19.46
Hobart,2009,12,20.19
Hobart,2010,1,22.37
Hobart,2010,2,22.64
Hobart,2010,3,21.5
Hobart,2010,4,17.79
Hobart,2010,5,14.28
Hobart,2010,6,12.08
Hobart,2010,7,12.48
Hobart,2010,8,12.09
Hobart,2010,9,12.52
Hobart,2010,10,17.28
Hobart,2010,11,18.14
Hobart,2010,12,18.95
Hobart,2011,1,20.95
Hobart,2011,2,19.85
Hobart,2011,3,18.42
Hobart,2011,4,16.47
Hobart,2011,5,13.15
Hobart,2011,6,12.16
Hobart,2011,7,10.9
Hobart,2011,8,13.51
Hobart,2011,9,14.39
Hobart,2011,10,15.98
Hobart,2011,11,19.0
Hobart,2011,12,19.21
Hobart,2012,1,22.59
Hobart,2012,2,21.46
Hobart,2012,3,19.25
Hobart,2012,4,18.23
Hobart,2012,5,13.91
Hobart,2012,6,11.39
Hobart,2012,7,11.85
Hobart,2012,8,12.33
Hobart,2012,9,14.21
Hobart,2012,10,15.89
Hobart,2012,11,19.26
Hobart,2012,12,20.53
Hobart,2013,1,22.35
Hobart,2013,2,22.81
Hobart,2013,3,21.95
Hobart,2013,4,16.26
Hobart,2013,5,14.55
Hobart,2013,6,11.93
Hobart,2013,7,12.29
Hobart,2013,8,12.25
Hobart,2013,9,14.88
Hobart,2013,10,15.27
Hobart,2013,11,16.42
Hobart,2013,12,19.58
Hobart,2014,1,23.19
Hobart,2014,2,22.68
Hobart,2014,3,20.48
Hobart,2014,4,16.91
Hobart,2014,5,14.42
Hobart,2014,6,12.63
Hobart,2014,7,12.51
Hobart,2014,8,13.44
Hobart,2014,9,15.73
Hobart,2014,10,16.37
Hobart,2014,11,17.62
Hobart,2014,12,19.31
Hobart,2015,1,20.32
Hobart,2015,2,21.98
Hobart,2015,3,18.34
Hobart,2015,4,15.61
Hobart,2015,5,13.03
Hobart,2015,6,11.64
Hobart,2015,7,10.71
Hobart,2015,8,10.64
Hobart,2015,9,14.32
Hobart,2015,10,18.89
Hobart,2015,11,18.57
Hobart,2015,12,21.8
Hobart,2016,1,22.31
Hobart,2016,2,22.18
Hobart,2016,3,20.75
Hobart,2016,4,18.28
Hobart,2016,5,14.39
Hobart,2016,6,12.46
Hobart,2016,7,11.56
Hobart,2016,8,12.61
Hobart,2016,9,14.65
Hobart,2016,10,15.11
Hobart,2016,11,16.85
Hobart,2016,12,20.56
Hobart,2017,1,21.87
Hobart,2017,2,21.35
Hobart,2017,3,21.69
Hobart,2017,4,18.2
Hobart,2017,5,14.14
Hobart,2017,6,12.73
Hobart,2017,7,11.12
Hobart,2017,8,12.04
Hobart,2017,9,13.83
Hobart,2017,10,18.25
Hobart,2017,11,21.71
Hobart,2017,12,21.35
Hobart,2018,1,23.4
Hobart,2018,2,20.83
Hobart,2018,3,20.12
Hobart,2018,4,17.51
Hobart,2018,5,14.57
Hobart,2018,6,12.28
Hobart,2018,7,12.04
Hobart,2018,8,12.5
Hobart,2018,9,14.74
Hobart,2018,10,17.54
Hobart,2018,11,17.89
Hobart,2018,12,21.22
Hobart,2019,1,25.41
Hobart,2019,2,21.94
Hobart,2019,3,21.61
Hobart,2019,4,18.46
Hobart,2019,5,14.72
Hobart,2019,6,12.55
Hobart,2019,7,12.33
Hobart,2019,8,12.54
Hobart,2019,9,15.04
Hobart,2019,10,17.61
Hobart,2019,11,18.65
Hobart,2019,12,21.12
Hobart,2020,1,23.9
Hobart,2020,2,20.13
Hobart,2020,3,18.96
Hobart,2020,4,16.32
Hobart,2020,5,14.68
Hobart,2020,6,12.14
Hobart,2020,7,11.58
Hobart,2020,8,12.29
Hobart,2020,9,15.29
Hobart,2020,10,15.15
Hobart,2020,11,21.14
Hobart,2020,12,19.7
Hobart,2021,1,21.57
Hobart,2021,2,21.41
Hobart,2021,3,20.15
Hobart,2021,4,17.39
Hobart,2021,5,14.87
Hobart,2021,6,12.65
Hobart,2021,7,11.92
Hobart,2021,8,13.06
Hobart,2021,9,14.11
Hobart,2021,10,15.18
Hobart,2021,11,17.69
Hobart,2021,12,20.79
Hobart,2022,1,21.62
Hobart,2022,2,21.9
Hobart,2022,3,20.43
Hobart,2022,4,18.1
Hobart,2022,5,14.56
Hobart,2022,6,11.47
Hobart,2022,7,11.93
Hobart,2022,8,13.51
Hobart,2022,9,14.39
Hobart,2022,10,16.08
Hobart,2022,11,17.2
Hobart,2022,12,19.19
Hobart,2023,1,22.82
Hobart,2023,2,22.05
Hobart,2023,3,19.29
Hobart,2023,4,17.62
Hobart,2023,5,13.99
Hobart,2023,6,12.86
Hobart,2023,7,13.64
Hobart,2023,8,13.94
Hobart,2023,9,16.69
Hobart,2023,10,16.65
Hobart,2023,11,18.29
Hobart,2023,12,20.81
Hobart,2024,1,22.43
Hobart,2024,2,23.82
Hobart,2024,3,21.36
Hobart,2024,4,17.27
Hobart,2024,5,14.82
Hobart,2024,6,11.81
Hobart,2024,7,11.81
Hobart,2024,8,14.41
Hobart,2024,9,14.37
Hobart,2024,10,17.62
Hobart,2024,11,19.82
Hobart,2024,12,21.91
